"id","conversation_id","full_text","url","hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","hashtags/7","hashtags/8","hashtags/9","hashtags/10","hashtags/11","hashtags/12","hashtags/13","hashtags/14","hashtags/15","hashtags/16","hashtags/17","hashtags/18","hashtags/19","hashtags/20","hashtags/21","hashtags/22","hashtags/23","hashtags/24","hashtags/25","hashtags/26","hashtags/27","hashtags/28","hashtags/29","hashtags/30","hashtags/31","hashtags/32","hashtags/33","hashtags/34","hashtags/35","view_count","favorite_count","retweet_count","reply_count","created_at"
"1639982955488587776","1639982955488587776","Our PRO-X Crossbars are perfect for your RTT, bikes, ski racks, and cargo baskets!

Starting at $499
https://t.co/773lJw8Kqk

These crossbars are constructed of heavy duty extruded aluminum that will hold up to 800lbs of cargo!","https://twitter.com/KBVoodooFab/status/1639982955488587776",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90942","7","2","0","2023-03-26T13:29:40.000Z"
"1648400002987839490","1648400002987839490","Rainy password leaked 2023 colorized @Rainydaderg https://t.co/wIAt8OLLpV","https://twitter.com/ThePhaseCat/status/1648400002987839490",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69","7","2","1","2023-04-18T18:56:01.000Z"
"1648398851169218560","1648398851169218560","FUN FACTS ABOUT LIVING IN WASHINGTON STATE:

In Seattle, if you tell someone to ""eat a bag of Dick's"", you owe them lunch. https://t.co/mxoVzAzMrn","https://twitter.com/MutaTheCat2022/status/1648398851169218560",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"76","11","2","0","2023-04-18T18:51:26.000Z"
"1648398513997225987","1648398513997225987","Ise wild tiger!!

Sockuh, DMORF

(Dutch Master of Recumbent Football) https://t.co/zVZBjNjQ0e","https://twitter.com/MeesSiameseCat2/status/1648398513997225987",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"104","19","2","2","2023-04-18T18:50:06.000Z"
"1648389450886422538","1648389450886422538","She makes me want to dye my hair black 🖤 https://t.co/muYKErZcwy","https://twitter.com/SiashiCat/status/1648389450886422538",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"241","32","2","0","2023-04-18T18:14:05.000Z"
"1648386661749760009","1648386661749760009","she is so beautiful i cant 

#kimwexler #rheaseehorn #bettercallsaul https://t.co/0U6zmiVqes","https://twitter.com/ambivertedbabe/status/1648386661749760009","kimwexler","rheaseehorn","bettercallsaul",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"277","16","5","10","2023-04-18T18:03:00.000Z"
"1648382862087864323","1648382862087864323","thanks boo, we love cardi here 🦄🦄 https://t.co/iZOIFz4Xxb","https://twitter.com/DojaCatStats/status/1648382862087864323",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18682","267","37","32","2023-04-18T17:47:54.000Z"
"1648377929674506248","1648377929674506248","Only 24 followers left for 5000, I'm going to do a giveaway after I finish commission arts 💖, you guys are fantastic.
I love y'all a lot 💖🥹 https://t.co/JtHNDB3fxp","https://twitter.com/TecmesCat/status/1648377929674506248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"202","16","4","3","2023-04-18T17:28:18.000Z"
"1648373264941731841","1648373264941731841","New StarCatWitch emote just dropped https://t.co/vZz2HllOUW","https://twitter.com/StarCatWitch/status/1648373264941731841",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"333","23","4","2","2023-04-18T17:09:46.000Z"
"1648369600382353423","1648369600382353423","Tyrande Tuesday? 🌙 

#worldofwarcraft https://t.co/vHOYeEF6nv","https://twitter.com/SiashiCat/status/1648369600382353423","worldofwarcraft",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"703","69","7","1","2023-04-18T16:55:12.000Z"
"1648364058263928836","1648364058263928836","I’m on my League meme shxtposting arc 🤠 https://t.co/NEivrRFf5D","https://twitter.com/cat_falco/status/1648364058263928836",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"898","47","6","5","2023-04-18T16:33:11.000Z"
"1648358674694303745","1648358674694303745","kid named I'm in the middle of moving away to canada: https://t.co/J5xYnE6ZH8","https://twitter.com/astrei_cat/status/1648358674694303745",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"443","28","4","4","2023-04-18T16:11:47.000Z"
"1648358242630737920","1648358242630737920","mabey ,yuo should’ve do yuor taxes before rite now 📑 https://t.co/70P0Lj6FYk","https://twitter.com/DollyPartonCat/status/1648358242630737920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"726","88","8","0","2023-04-18T16:10:04.000Z"
"1648357837884497923","1648357837884497923","Found New Hardware

#GPOSERS https://t.co/W2HkkWEQ9b","https://twitter.com/AmberEyesCat/status/1648357837884497923","GPOSERS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"192","21","3","1","2023-04-18T16:08:28.000Z"
"1648354935740743682","1648354935740743682","Sally Acorn part 2 https://t.co/QW0jE6UbA1","https://twitter.com/KitCatCandy456/status/1648354935740743682",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"162","19","6","0","2023-04-18T15:56:56.000Z"
"1648286546834104323","1648286546834104323","【毎日ココちゃん53日目】
すごい顔🤣
今日も甘えん坊なココちゃん😸
ずっと隣に座ってる🐈

#毎日ココちゃん
#猫のいる暮らし
#猫の幸せ顔選手権
#ペット　#cat
#スコティッシュフォールド
#猫好きさんと繋がりたい https://t.co/JhNPftihUY","https://twitter.com/cocochan620_/status/1648286546834104323","毎日ココちゃん","猫のいる暮らし","猫の幸せ顔選手権","ペット","cat","スコティッシュフォールド","猫好きさんと繋がりたい",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"541","154","9","0","2023-04-18T11:25:11.000Z"
"1648272787272867842","1648272787272867842","Good morning ☀️ and happy Tuesday 🌸🌺🌻We hope you have a wonderful day, please stay safe and always be kind. 🇺🇦💗💕❤️🐶🐾
#dogsftwitter #dog #dogs #CatsOfTwitter #cat #cats #beagle #beagles #RescueDog #BlessedAndGrateful #blessed #grateful #Tuesday https://t.co/RFvtstVicg","https://twitter.com/GusandKelsey/status/1648272787272867842","dogsftwitter","dog","dogs","CatsOfTwitter","cat","cats","beagle","beagles","RescueDog","BlessedAndGrateful","blessed","grateful","Tuesday",,,,,,,,,,,,,,,,,,,,,,,,"918","101","12","23","2023-04-18T10:30:30.000Z"
"1648228656622321665","1648228656622321665","#GivingTuesday ~ Morris one of the #sponsorcats &amp; also a #Freeranger who you can meet at our events. Isn't he gorgeous 💚 those eyes. If you would like to sponsor him it's only £20pa you can email Sam sponsorship@shropshirecatrescue.org.uk or website https://t.co/CZp1gPdlOS #cat https://t.co/n4jmDzqDgG","https://twitter.com/ShropsCatRescue/status/1648228656622321665","GivingTuesday","sponsorcats","Freeranger","cat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1981","102","36","4","2023-04-18T07:35:09.000Z"
"1648226860466163713","1648226860466163713","So I have this new channel on YouTube I've been working on since August. It's kind of a side project where I try to go around and help stray animals and stuff. It would be very cool if you would check out @thebadluckboys on YouTube:

https://t.co/DAWaj1lYUu

#CatsOfTwitter #Cat https://t.co/tTq4nsZpYw","https://twitter.com/Mersh/status/1648226860466163713","CatsOfTwitter","Cat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1639","58","24","12","2023-04-18T07:28:00.000Z"
"1648121161551876096","1648121161551876096","🌺When your marking are this pretty, it's worth a view from the back! This is Dot, sis of Dash, 1/2 of a gorgeous bonded pair!💞#adoptdontshop #cats #cat #virginia #nova #dc #WashingtonDC #maryland #pets #PositiveVibes #KittyTwitter #CatsOfTwitter #Mondayvibes #monday #rescue https://t.co/sW89JbWWCj","https://twitter.com/RappCatsAdopt/status/1648121161551876096","adoptdontshop","cats","cat","virginia","nova","dc","WashingtonDC","maryland","pets","PositiveVibes","KittyTwitter","CatsOfTwitter","Mondayvibes","monday","rescue",,,,,,,,,,,,,,,,,,,,,,"3594","312","60","16","2023-04-18T00:28:00.000Z"
"1647817832258994177","1647817832258994177","Have a sweet old photo of Bubba. We’re losing followers and we don’t know why. Maybe ppl are just leaving this platform, or maybe we haven’t been active enough. We’re sorry.😿 #cat #cats #catsofinstagram #CatsOfTwitter https://t.co/sUlHEs9JjL","https://twitter.com/bubbafriscocat/status/1647817832258994177","cat","cats","catsofinstagram","CatsOfTwitter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6457","703","53","33","2023-04-17T04:22:40.000Z"
"1647372923026706432","1647372923026706432","🆘URGENT!🆘MEDICAL PRIORITY🆘
💓SWEET 16YO #SENIOR BROWN #TABBY KITTY ""KIMCHI""💓
😿💔OWNER DUMPED, CONSTIPATION VS POSS COLON MASS
🚨NEEDS #ADOPTION #RESCUE #FOSTER ASAP🚨
⏩167841 https://t.co/rEjR7Lz8TP
🙏🏾#ADOPT #PLEDGE #AdoptDontShop
#MANHATTAN #NYCACC #CAT https://t.co/2B9i0fYCFr","https://twitter.com/sachikoko/status/1647372923026706432","SENIOR","TABBY","ADOPTION","RESCUE","FOSTER","ADOPT","PLEDGE","AdoptDontShop","MANHATTAN","NYCACC","CAT",,,,,,,,,,,,,,,,,,,,,,,,,,"5427","493","542","24","2023-04-15T22:54:46.000Z"
"1647136471579598849","1647136471579598849","#Caturday

When not in use your #cat should be stored in a cool dry place &amp; out of the reach of children.. 🐱

#CatsOfTwitter https://t.co/poFtd6aqZC","https://twitter.com/whistler360/status/1647136471579598849","Caturday","cat","CatsOfTwitter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22777","1218","139","23","2023-04-15T07:15:11.000Z"
"1646929670984847366","1646929670984847366","🆘URGENT!🆘MEDICAL PRIORITY🆘
💘SWEET 8YO #SENIOR  BLACK &amp; WHITE KITTY ""JAGGER""💘
😿💔NOT EATING &amp; NOW ON MEDICAL FEEDINGS
🚨NEEDS #ADOPTION #RESCUE #FOSTER ASAP!🚨
⏩168312 https://t.co/9kPYCKYBuM
🙏🏽#ADOPT #PLEDGE  #SAVEALIFE #AdoptDontShop
#BROOKLYN #NYCACC #CAT https://t.co/84m7QH16W6","https://twitter.com/sachikoko/status/1646929670984847366","SENIOR","ADOPTION","RESCUE","FOSTER","ADOPT","PLEDGE","SAVEALIFE","AdoptDontShop","BROOKLYN","NYCACC","CAT",,,,,,,,,,,,,,,,,,,,,,,,,,"6266","544","637","23","2023-04-14T17:33:26.000Z"
"1646896088908005378","1646896088908005378","This still makes us chortle…..

When our colleagues at Stratford upon Avon railway station, recreated the photograph of when I helped a mouse get out of the gutter

#cats #cats #Cat #CatsOnTwitter #CatsOfTwitter https://t.co/FBS4ZQ528A","https://twitter.com/TheStourbridge/status/1646896088908005378","cats","cats","Cat","CatsOnTwitter","CatsOfTwitter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21326","2113","105","43","2023-04-14T15:20:00.000Z"
"1646681259689619456","1646681259689619456","I’ll show you how much I can fit in my mouth. 😹

#bread
#cat https://t.co/VS4ok9Ef2g","https://twitter.com/liliefleur/status/1646681259689619456","bread","cat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"926","55","10","20","2023-04-14T01:06:20.000Z"
"1646460107201413122","1646460107201413122","OCEAN is finished ✔️ 🌊 #ocean #acrylic #canvas #cat #exhibition #art #selftaught #imagination https://t.co/k6InwJwcwr","https://twitter.com/Nasimmoludi/status/1646460107201413122","ocean","acrylic","canvas","cat","exhibition","art","selftaught","imagination",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1042","29","12","3","2023-04-13T10:27:33.000Z"
"1646423996630482946","1646423996630482946","😻💫💖 NEW @SaishuMirai pfp art added to the collection! managed to get this one w the rare Cat Headgear trait (0.75%) how lovely!  👩🏽🎀💙
#art #nft #cat https://t.co/3OS44yTz2g","https://twitter.com/heycooldog/status/1646423996630482946","art","nft","cat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2364","47","10","10","2023-04-13T08:04:04.000Z"
"1646248394841628674","1646248394841628674","Night night sweet dreamies 

Holding grudges is a waste of your happiness. 

Use your heart to hold love, not grudges. 

#CatsOfTwitter #CatsOnTwitter #Cat #cats https://t.co/Br1xtWr1Hq","https://twitter.com/TheStourbridge/status/1646248394841628674","CatsOfTwitter","CatsOnTwitter","Cat","cats",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20718","2518","148","49","2023-04-12T20:26:17.000Z"
"1645802279847755781","1645802279847755781","🆘URGENT🙏🏽PLZ KEEP SHARING🆘
💖SWEET 3YO BLACK KITTY ""HENLEY"" IS #FeLV+💖
⚕HAS EYELID ENTROPION &amp; A URI🤒⚕
🚨STILL NEEDS💵PLEDGES &amp; #RESCUE ASAP!🚨
▶ID 643410 Cage: 653 https://t.co/LN1pzVsYu0
🙏🏽#PLEDGE 2 #SAVEALIFE
💞SHARING SAVES LIVES💞
#MARIETTA #GA @cobbkitties #CAT https://t.co/YH6KMrLb8a","https://twitter.com/sachikoko/status/1645802279847755781","FeLV","RESCUE","PLEDGE","SAVEALIFE","MARIETTA","GA","CAT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10253","287","432","8","2023-04-11T14:53:35.000Z"
"1645250900867584000","1645250900867584000","🆘CODE RED🆘TBD TUE 4/11/23🆘
💗FEARFUL 3YO BLACK KITTY ""CATTISTROPHIC""💗
😿💔FROM A CAT HOARDING CASE, OVERWHELMED IN SHELTER
🚨NEEDS #ADOPTION #RESCUE #FOSTER ASAP🚨
▶162456 https://t.co/t90JLoXmwi
🙏🏽#ADOPT #PLEDGE #SAVEALIFE #AdoptDontShop
#BROOKLYN #NYCACC #CAT https://t.co/qI081nJgWv","https://twitter.com/sachikoko/status/1645250900867584000","ADOPTION","RESCUE","FOSTER","ADOPT","PLEDGE","SAVEALIFE","AdoptDontShop","BROOKLYN","NYCACC","CAT",,,,,,,,,,,,,,,,,,,,,,,,,,,"9096","423","578","31","2023-04-10T02:22:36.000Z"
"1645231359710097409","1645231359710097409","🆘CODE RED🆘TBD TUE 4/11/23🆘
💝SCARED, UNDER-SOCIALIZED 7YO BLACK &amp; WHITE KITTY ""RASCAL""💝
😿💔FROM A CAT HOARDING CASE, HAS STOMATITIS &amp; CKD
🚨NEEDS #ADOPTION #RESCUE #FOSTER ASAP🚨
▶163400 https://t.co/zaqr5k9rvK
🙏🏾#ADOPT #PLEDGE #AdoptDontShop
#BROOKLYN #NYCACC #CAT https://t.co/r1fhh5THAA","https://twitter.com/sachikoko/status/1645231359710097409","ADOPTION","RESCUE","FOSTER","ADOPT","PLEDGE","AdoptDontShop","BROOKLYN","NYCACC","CAT",,,,,,,,,,,,,,,,,,,,,,,,,,,,"6661","357","455","18","2023-04-10T01:04:57.000Z"
"1644917408162021376","1644917408162021376","🆘URGENT🆘SENIOR ALERT🆘
💝SWEET 11YO #SENIOR HOUSE PANTHER🐈‍⬛KITTY ""MOUSHI""💝
😿💔DUMPED BECAUSE OWNER MOVING
🚨NEEDS #ADOPTION #RESCUE #FOSTER ASAP🚨
⏩167729 https://t.co/aW3YCXgYi4.
🙏🏽#ADOPT #PLEDGE #SAVEALIFE #AdoptDontShop
#STATENISLAND #NYCACC #CAT #CatsOfTwitter https://t.co/BWotWcDYdp","https://twitter.com/sachikoko/status/1644917408162021376","SENIOR","ADOPTION","RESCUE","FOSTER","ADOPT","PLEDGE","SAVEALIFE","AdoptDontShop","STATENISLAND","NYCACC","CAT","CatsOfTwitter",,,,,,,,,,,,,,,,,,,,,,,,,"4660","376","497","17","2023-04-09T04:17:25.000Z"
"1644866092505104387","1644866092505104387","🆘URGENT!🆘SENIOR ALERT
💝SWEET 12YO #SENIOR GRAY #TABBY &amp; WHITE KITTY ""MISTY""💝
😿💔BACK FROM FOSTER, FORMERLY ON THE EMERGENCY PLACEMENT LIST!
🚨NEEDS #ADOPTION #RESCUE #FOSTER ASAP!🚨
▶138584 https://t.co/OU4oXx0R3Q
🙏🏽#ADOPT #PLEDGE #AdoptDontShop
#MANHATTAN #NYCACC #CAT https://t.co/3KyZzAHC5j","https://twitter.com/sachikoko/status/1644866092505104387","SENIOR","TABBY","ADOPTION","RESCUE","FOSTER","ADOPT","PLEDGE","AdoptDontShop","MANHATTAN","NYCACC","CAT",,,,,,,,,,,,,,,,,,,,,,,,,,"7470","387","496","24","2023-04-09T00:53:31.000Z"
"1644814287536553984","1644814287536553984","COOL WARIO  #WARIO #LAND #CAT #ART #UNBOTHERED #NOPHONES https://t.co/xgaRY2uAhN","https://twitter.com/huejasss/status/1644814287536553984","WARIO","LAND","CAT","ART","UNBOTHERED","NOPHONES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29559","1191","329","15","2023-04-08T21:27:39.000Z"
"1639286081630924800","1639286081630924800","🆘URGENT🆘#RESCUE &amp; PLEDGES NEEDED!🆘
💖SWEET 3YO BLACK KITTY ""HENLEY"" IS #FeLV+💖
⚕HAS A URI🤒⚕
🚨NEEDS💵PLEDGES &amp; #RESCUE ASAP!🚨
▶ID 643410 Cage: 653 https://t.co/LN1pzVsYu0
🙏🏽#PLEDGE 2 #SAVEALIFE #RescueMe
💞SHARING SAVES LIVES💞
#MARIETTA #GA @cobbkitties #CAT https://t.co/V5JeEXerLX","https://twitter.com/sachikoko/status/1639286081630924800","RESCUE","FeLV","RESCUE","PLEDGE","SAVEALIFE","RescueMe","MARIETTA","GA","CAT",,,,,,,,,,,,,,,,,,,,,,,,,,,,"9545","308","445","38","2023-03-24T15:20:32.000Z"
"1648395155349577737","1648395155349577737","Total Orders This Week: 3 Combined Orders
Current Gain: (+2 Orders) 
Orders Left: 7 Orders 
Goal: 10
CMON KITTENS 🐈‍⬛🐈‍⬛🐈‍⬛
https://t.co/JavsA1q8SR","https://twitter.com/DojaCatStats/status/1648395155349577737",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10102","145","44","46","2023-04-18T18:36:45.000Z"
"1648388997855473665","1648388997855473665","Reminder that Niles cat is a free to use oc ! You don’t have to ask me to use him as pfps and etc ! https://t.co/IhBe59MxF6","https://twitter.com/S0ULC0MPLEX/status/1648388997855473665",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"955","121","16","6","2023-04-18T18:12:17.000Z"
"1648386489808453633","1648386489808453633","Mopeds 1st Birthday. Dont forget you are invited to his party on Sunday! https://t.co/DVhb8ynPhd","https://twitter.com/BCWRkittens/status/1648386489808453633",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1346","195","24","10","2023-04-18T18:02:19.000Z"
"1648373084431454208","1648373084431454208","“A cat always lands on its feet” https://t.co/J9arg6ZwON","https://twitter.com/TigheSammy/status/1648373084431454208",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7302","383","25","2","2023-04-18T17:09:03.000Z"
"1648370336604340224","1648370336604340224","Kim kibum is a hamster a cat a rabbit a stoat a fox https://t.co/FPvpeZot0Y","https://twitter.com/ilybbykk/status/1648370336604340224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"728","26","11","1","2023-04-18T16:58:08.000Z"
"1648364434341937152","1648364434341937152","Best day of my life.

🔊🔊 SOUND ON ➡️ Music 🔊🔊

🎥 Tiktok SixStinkyCats https://t.co/6EYekQrcV8","https://twitter.com/Six_Stinky_Cats/status/1648364434341937152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1848","80","24","1","2023-04-18T16:34:40.000Z"
"1648362500537065473","1648362500537065473","Look at the suffering of stray cats....
Tonight our driver found this kitten on the road... he said this poor kitten was hit by a vehicle 🥲

Tomorrow we will take him to the vet,
Hopefully many good people will be willing to help with medical expenses for this poor baby.. 🙏😇 https://t.co/2SYnG9zcTw","https://twitter.com/DeaRescue/status/1648362500537065473",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66","11","7","0","2023-04-18T16:26:59.000Z"
"1648355938439696384","1648355938439696384","US Secret Service Counter Assault Team (CAT) https://t.co/l5m7V8nbHj","https://twitter.com/dewszt/status/1648355938439696384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10301","570","65","8","2023-04-18T16:00:55.000Z"
"1648353203245678593","1648353203245678593","My cats probably https://t.co/SCw7tB5yDd","https://twitter.com/Fredward_III/status/1648353203245678593",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"364","22","4","1","2023-04-18T15:50:03.000Z"
"1648345681080328192","1648345681080328192","✨️Mortos was killed by a cat girl🙄💅
#BrawlStars https://t.co/GGtxOTHAcq","https://twitter.com/Lola_the_Star/status/1648345681080328192","BrawlStars",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"547","39","1","4","2023-04-18T15:20:09.000Z"
"1648345413030670343","1648345413030670343","Being a cat demon #IndieGameDev #indiegame #indiedev #gaming #pcgaming #gamedevs #gamedevelopment https://t.co/0qKk2tgYYP","https://twitter.com/CarnivalOfGame/status/1648345413030670343","IndieGameDev","indiegame","indiedev","gaming","pcgaming","gamedevs","gamedevelopment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"395","11","7","1","2023-04-18T15:19:05.000Z"
"1648341614966743045","1648341614966743045","Cute German Sheppard puppy meets momma cat nursing her adorable kitties😍🥰

My heart is melting!❤️😘

#KittyTwitter 
#tuesdayvibe https://t.co/GM5O41e46e","https://twitter.com/TheFunTweets2/status/1648341614966743045","KittyTwitter","tuesdayvibe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1733","18","5","0","2023-04-18T15:04:00.000Z"
"1648340310379094019","1648340310379094019","I feel so bad not being able to feed her😭😭 this cat waits outside of my house every morning to get fed by me but lately I've been struggling a little and haven't been able to buy any cat food for her or sky I'm just happy sky still has cat food available 😭😭 #CatsOfTwitter https://t.co/iI9T38EQGw","https://twitter.com/skythecat_/status/1648340310379094019","CatsOfTwitter",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1514","118","32","8","2023-04-18T14:58:49.000Z"
"1648337883546390528","1648337883546390528","300+ Traits + Great PFP Art 😻

6 Days to mint 600 Spots Left 

Join Discord and Vibe Get your spots easily . 

Any interaction in this tweet will be considered for WL https://t.co/NHuc5gZ2t3","https://twitter.com/OrdinalsCats/status/1648337883546390528",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2184","110","64","52","2023-04-18T14:49:10.000Z"
"1648335979848126472","1648335979848126472","Lovely Thomas eating a likelix in the sunshine with Sue ❤️🖤❤️ https://t.co/wvxlyjgivm","https://twitter.com/StrayCatsWM/status/1648335979848126472",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1558","220","18","2","2023-04-18T14:41:36.000Z"
"1648335896671027200","1648335896671027200","How to touch a cat
https://t.co/IoT7Mdjujn","https://twitter.com/onyourbeam/status/1648335896671027200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1041","33","31","0","2023-04-18T14:41:17.000Z"
"1648335495670136832","1648335495670136832","Four more preview pages for Sonic The Hedgehog #59

#IDWSonic #Sonic #SonicTheHedgehog https://t.co/aLW3teeA7J","https://twitter.com/IDWSonicNews/status/1648335495670136832","IDWSonic","Sonic","SonicTheHedgehog",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"220029","3083","640","84","2023-04-18T14:39:41.000Z"
"1648292599890087937","1648292599890087937","where is that one nomin video? 🤨","https://twitter.com/nominarcs/status/1648292599890087937",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"325225","528","351","1","2023-04-18T11:49:14.000Z"
"1433118016288526345","1433118016288526345","If you or a loved one are a survivor of sexual assault in the military, know that confidential &amp; anonymous support is available. Read more about the Safe Helpline team and types of support available today at https://t.co/rNa50ZNG75.","https://twitter.com/RAINN/status/1433118016288526345",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"201","63","31","2021-09-01T17:22:15.000Z"
"1648401400810946562","1648401400810946562","MY CATS https://t.co/Snrpp8ljmD","https://twitter.com/IIuvhay/status/1648401400810946562",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57","9","0","6","2023-04-18T19:01:34.000Z"
"1648395720914006016","1648395720914006016","👑 Royal Feline Alert! 
Behold the regal King Cat, adorned in resplendent red and emerald finery. 

This majestic feline rules with grace and  purrfection! 🐱💎 #KingCat #RenaissanceRoyalty https://t.co/e9XiHn25TL","https://twitter.com/KlatuBaradaNiko/status/1648395720914006016","KingCat","RenaissanceRoyalty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"632","31","4","2","2023-04-18T18:39:00.000Z"
"1648390701892403203","1648390701892403203","18.04.2023

#หมีLIVEปะXJeffSatur
#JeffSaturTrans

[camping at Jeff's house.. ]

Oat: Let's do this! Because Jeff is busy, we will film (the next live) at Jeff's. 

Jeff: you will camp at my house? 

Oat: Yes,  is there a lawn at your place? 

Jeff: I have cats, too.  

[+] https://t.co/RSi2eGYfef","https://twitter.com/JeffsaturTrans/status/1648390701892403203","หมีLIVEปะXJeffSatur","JeffSaturTrans",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"664","23","15","1","2023-04-18T18:19:03.000Z"
"1648385859803131904","1648385859803131904","Ready to stake claim to the Cats’ den. #GoMooseGo🫎 https://t.co/DiGqc5mLYC","https://twitter.com/HFXMooseheads/status/1648385859803131904","GoMooseGo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3629","50","9","5","2023-04-18T17:59:49.000Z"
"1648369763066970113","1648369763066970113","Emmy, an orange tabby cat, had always accompanied the RMS Empress of Ireland on its voyages

On May 28, 1914, she jumped ship twice in Quebec City, leaving her kittens behind. The crew, seeing this as a bad omen, sailed without her

The next morning, in thick fog near the mouth… https://t.co/Wbk4iZyFom","https://twitter.com/UberFacts/status/1648369763066970113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"410674","555","59","21","2023-04-18T16:55:51.000Z"
"1648369339077197824","1648369339077197824","Wish me luck! I'm going to take over MySpace! https://t.co/G6Z6o8E3Vl","https://twitter.com/NatCatNFT/status/1648369339077197824",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1740","74","4","18","2023-04-18T16:54:10.000Z"
"1647809400667529217","1647809400667529217","🆘Very Critical Condition🚨 👇
This #Cat was found by a citizen

The cat is in a very bad condition &amp; needs a vet ASAP🆘🏥
the cat is in Rafah. I need 50 minutes in a car to reach him.

To all Friends, Plz I need your help &amp; support on this rescue mission 
https://t.co/QNErTTCUwC https://t.co/llf7WS3l8V","https://twitter.com/MShagalaih1/status/1647809400667529217","Cat",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10992","129","164","9","2023-04-17T03:49:10.000Z"
"1647691401423990784","1647691401423990784","🐈 Cat-astrophe
📷 https://t.co/FGtZhnpSYB

#cat #catastrophe #musicproduction #studiolife #music #makingmusic #soundart https://t.co/Su48E1Tem4","https://twitter.com/Avid/status/1647691401423990784","cat","catastrophe","musicproduction","studiolife","music","makingmusic","soundart",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35536","320","118","2","2023-04-16T20:00:17.000Z"
